Status,Home,Time,Age,Expenses,Income,Debt,Amount,Price
1,5,60,27,60,150,0,1100,1129
2,2,60,34,60,115,0,1650,1686
2,1,60,31,43,76,0,500,1300
1,2,60,37,60,145,1100,1250,1763
2,3,60,48,60,69,0,1400,1813
1,2,60,52,60,0,0,1370,1714
1,5,36,22,35,60,0,775,1050
2,5,48,25,35,73,0,700,814
1,2,48,56,35,112,0,850,960
2,2,60,39,90,95,250,1450,1686
1,5,48,40,35,150,0,1000,1399
1,2,60,51,60,250,0,1250,1825
1,5,48,27,35,46,0,900,1216
1,3,60,25,45,60,0,1150,1163
2,6,60,25,35,92,0,1400,1661
1,2,60,36,90,120,1500,900,1175
1,2,12,32,45,231,290,400,1198
2,1,60,32,93,175,0,1650,1688
1,5,48,23,35,160,1200,1200,1426
1,5,60,22,35,109,0,1000,1466
2,5,48,25,60,247,0,1900,1900
2,6,60,34,35,140,0,1550,1570
1,6,60,41,35,100,0,1200,1450
1,5,48,28,35,115,0,360,363
1,1,36,37,90,0,0,850,998
1,1,36,34,41,63,0,625,921
2,5,60,20,35,79,0,1570,1575
1,1,48,38,78,333,0,700,1386
1,2,48,49,35,183,0,1200,1531
1,5,24,21,35,0,0,250,355
2,2,36,36,45,25,0,1300,2246
1,3,60,39,90,159,0,750,790
2,1,60,39,119,292,2500,1500,2262
1,1,60,29,61,160,0,1000,1055
1,1,36,42,74,135,0,240,1275
2,1,60,48,47,120,0,1000,1077
1,2,36,27,35,135,0,750,1296
2,2,36,43,45,0,0,600,800
2,2,60,46,75,209,0,1800,2015
1,1,18,39,45,100,0,450,997
2,1,24,22,50,148,0,700,950
2,5,60,64,45,130,0,2047,2946
1,1,60,28,45,101,0,1300,1333
1,5,36,21,35,49,0,750,850
1,1,30,58,80,200,0,520,690
2,1,36,41,75,0,0,775,875
1,1,36,47,86,114,0,400,872
1,1,24,49,80,53,0,600,1104
1,2,12,22,35,132,0,300,509
2,2,60,62,45,42,0,500,827
2,5,36,24,35,90,0,1000,1150
1,2,24,59,60,606,0,1550,1760
1,1,48,36,74,141,0,1150,1485
1,2,60,36,75,141,0,1300,1435
2,5,36,45,75,68,0,2375,2875
1,2,24,30,45,165,0,250,450
1,5,60,43,75,70,0,1000,1548
1,1,24,23,42,70,0,125,125
1,2,48,41,35,60,1000,1200,1538
1,1,36,31,84,241,0,3800,5852
2,1,12,47,103,426,0,350,450
2,1,60,36,35,0,0,2000,2676
1,5,12,25,35,74,0,600,1638
1,2,60,49,135,180,0,900,994
1,2,36,57,60,154,130,700,1090
2,2,60,26,60,63,3000,1400,1432
1,2,60,37,90,289,250,1200,1599
2,2,36,45,45,190,0,2100,2758
1,1,60,24,75,147,0,1300,1700
2,2,60,42,105,198,250,1000,1245
2,1,24,23,75,400,0,750,900
1,1,60,38,58,130,0,1450,1593
2,2,60,36,60,140,0,3900,4812
1,5,60,27,60,100,0,950,1152
1,2,24,37,90,143,0,700,900
2,1,36,25,54,87,0,500,646
1,1,60,23,62,171,0,1000,1209
1,2,36,47,75,203,0,1050,1258
1,2,18,52,60,154,0,500,1531
1,2,12,55,45,130,0,200,1240
1,5,48,28,35,90,0,1000,1210
1,5,60,24,35,92,0,1030,1068
1,5,36,40,75,0,0,375,375
1,2,48,36,75,210,0,1800,2628
1,2,24,26,45,115,0,500,1400
1,5,18,22,35,80,0,600,1132
1,5,60,25,35,110,0,860,959
1,2,24,44,75,86,0,900,1100
1,2,60,56,60,117,0,1200,1347
1,6,42,33,90,138,606,1400,1700
1,2,60,42,45,88,0,850,1033
1,5,12,29,60,54,0,600,1683
1,1,18,62,77,166,0,900,2040
1,2,60,33,75,364,0,1300,1804
1,2,48,32,75,65,1500,1500,2155
1,2,60,54,45,109,0,2000,3400
1,5,36,24,35,57,0,380,490
2,1,48,36,45,99,0,750,1350
1,5,48,27,45,227,0,1150,1575
1,2,60,29,35,57,0,700,994
1,5,24,22,35,80,0,150,400
2,1,36,22,42,70,0,850,870
1,1,48,39,86,105,0,1300,1600
2,5,48,24,35,65,0,900,1061
1,2,48,39,75,45,0,2000,3650
1,5,48,31,35,72,0,1000,1051
1,5,36,31,60,80,0,1450,1700
1,2,48,47,60,157,0,1990,2460
1,2,36,46,60,117,0,825,1325
1,1,36,32,55,100,0,300,500
1,3,12,28,60,130,2000,380,1308
1,2,12,49,75,0,0,700,1420
1,2,12,60,60,0,0,700,1420
2,6,60,31,90,0,0,1450,1604
1,2,54,35,75,113,600,1650,1800
1,2,48,44,75,450,0,1030,1128
1,5,48,21,35,50,0,1000,1091
2,2,48,20,35,450,0,1500,1853
2,4,36,45,75,87,0,300,480
1,2,60,34,45,180,300,1300,1817
1,1,60,21,58,132,0,1275,1381
2,2,36,44,75,150,600,650,650
1,1,36,34,94,189,1500,1500,2435
1,1,48,40,88,125,0,1100,1498
1,5,36,29,35,64,0,600,1314
1,1,36,44,105,145,0,1000,2275
2,1,36,27,42,67,0,1000,1350
2,2,36,27,45,127,3000,600,745
1,2,48,46,75,160,0,1150,1156
1,2,60,43,45,63,0,1100,1683
1,2,36,25,45,60,0,525,800
1,1,60,28,42,67,0,900,1399
1,2,48,30,75,88,400,1200,1796
2,1,48,29,77,170,0,1300,2262
1,1,60,39,60,145,0,1300,1625
2,6,42,24,35,60,0,1200,1616
1,2,12,29,45,92,2400,100,1492
1,3,60,55,60,195,0,1900,2150
1,1,36,27,68,80,0,325,400
2,2,36,20,35,0,30000,750,1350
1,6,42,24,35,42,0,800,1450
1,6,36,32,35,125,0,1000,1725
1,1,48,38,91,161,0,800,1008
1,5,24,24,35,117,0,1000,1489
1,2,18,33,60,164,0,550,1679
1,5,60,30,35,75,0,1000,1156
1,6,18,43,75,85,0,400,1205
1,1,60,34,47,120,0,1100,1700
1,1,48,35,59,240,0,1300,1627
1,2,60,24,60,250,3400,1250,1300
2,2,60,30,60,78,0,1250,1365
1,2,18,28,60,102,1300,450,1437
2,2,48,49,45,152,0,1100,2120
1,3,24,44,75,96,0,580,923
2,5,60,31,35,92,0,1000,1161
1,5,60,26,45,199,0,1500,1698
1,2,48,43,75,71,0,1100,1660
1,2,60,38,45,80,0,1060,1274
1,6,42,25,60,190,0,1100,1729
1,2,36,40,75,200,0,700,800
1,3,12,49,90,140,500,400,1432
2,1,48,40,59,140,0,1000,1930
2,2,36,57,90,114,1500,1000,1193
1,5,48,28,35,140,0,1400,1728
1,5,60,28,45,140,0,1150,1301
1,2,48,54,45,90,0,1000,1198
1,2,36,36,75,424,700,1000,1690
1,1,60,26,61,155,0,1035,1709
1,1,60,26,78,175,0,1000,1314
1,5,24,44,90,180,0,450,1472
1,2,36,30,60,50,400,300,1890
1,2,36,24,45,113,0,1200,1702
2,1,48,26,45,100,0,1400,1968
2,6,60,27,75,0,0,1600,1786
1,2,60,44,90,905,15000,1200,1381
1,6,36,29,35,52,0,1000,1152
1,2,60,32,75,157,1800,1300,1590
1,2,24,46,120,400,2700,600,1080
1,1,48,39,91,157,0,1300,1501
2,5,60,30,60,0,0,1000,1110
2,2,60,27,45,120,2000,1570,1914
1,1,60,37,91,162,0,1000,1537
2,2,48,26,45,0,3648,400,1751
1,2,36,60,45,78,0,500,670
2,1,36,26,80,195,0,600,785
1,1,60,33,75,400,0,1450,1457
2,6,36,52,45,0,0,500,1050
1,1,24,28,62,166,0,500,1150
1,2,48,53,60,135,0,1170,1297
1,2,60,36,75,204,0,1400,1460
1,2,36,34,75,155,1000,400,1908
1,2,36,30,45,120,1100,1750,2245
1,5,60,25,35,130,0,625,1083
1,2,18,43,90,356,800,700,1073
1,6,60,50,90,230,0,800,860
1,2,48,58,45,100,108,700,1291
1,2,60,44,60,130,0,1400,1731
1,2,60,23,60,145,0,1100,1150
1,1,18,34,98,81,0,300,450
1,2,60,29,60,136,0,1000,1688
1,2,60,32,75,200,2500,1550,1721
1,1,42,35,76,157,0,800,1687
1,5,48,24,45,76,0,1640,1649
1,2,60,25,45,200,1500,1600,1866
1,5,12,24,35,128,0,300,1056
1,2,18,37,90,90,0,400,1166
2,1,48,30,39,41,0,1300,1600
1,2,48,35,45,125,0,350,1511
1,6,36,28,35,100,0,1950,2074
1,2,60,45,120,250,0,450,911
2,5,36,19,35,47,0,500,700
1,5,24,30,45,57,0,500,974
2,2,12,36,90,78,2700,300,500
2,1,36,29,85,100,0,2100,2300
1,2,60,28,60,102,0,1175,1375
1,1,60,27,58,133,0,400,1136
1,6,48,22,60,104,0,1300,1813
1,5,48,26,35,500,0,1300,1561
2,1,60,40,70,100,0,1300,1510
2,2,60,52,35,150,0,1580,1756
2,5,60,24,35,115,0,1400,1420
2,2,48,38,90,38,0,1050,1238
2,1,36,25,67,67,0,775,850
2,1,60,38,72,123,0,1030,1170
1,2,60,36,45,85,0,1500,1856
2,2,60,44,60,60,3378,1400,1703
2,2,60,33,90,82,1000,1300,1795
1,2,36,36,35,345,0,2000,2961
1,5,36,26,60,142,0,1000,1426
1,2,24,63,60,107,0,800,1472
1,2,60,40,90,161,470,1200,1670
2,6,60,24,35,63,0,900,1777
1,2,24,22,35,79,0,1000,1618
2,5,60,40,90,93,0,1300,1588
1,2,36,26,45,137,0,1000,1264
2,3,60,30,60,74,0,870,875
1,2,48,31,60,131,0,770,872
1,2,48,22,45,113,0,1300,1410
2,2,60,61,45,30,0,1000,1055
1,5,30,33,75,154,125,850,2243
1,2,24,45,75,164,0,600,1190
1,2,36,35,75,84,144,475,800
2,2,60,24,45,199,3000,1400,1702
1,5,48,26,35,120,0,1100,2080
1,6,60,63,45,234,0,610,1027
1,2,48,41,90,275,1000,1800,2260
1,2,48,42,75,250,1000,1600,2078
2,1,48,37,46,110,0,900,1312
2,2,60,44,45,65,0,1400,1847
1,1,36,36,95,200,0,800,1158
2,1,48,37,120,300,2000,1500,2977
2,2,24,39,75,58,0,175,300
2,2,60,54,75,0,0,900,1056
1,2,48,32,75,139,80,460,1589
1,2,48,45,45,208,0,1000,1698
1,6,12,28,45,99,0,250,1000
2,1,60,25,45,0,0,1000,1310
1,3,60,30,60,140,1680,400,1320
2,5,48,25,35,78,0,1000,1154
1,2,60,37,60,79,0,700,1700
1,2,36,36,45,80,0,950,1566
1,2,60,37,60,85,0,1200,1731
1,1,42,61,57,121,0,750,830
1,2,36,41,90,250,0,1900,2200
1,2,48,33,45,104,0,1150,1348
1,2,48,33,45,78,0,1100,1526
1,5,48,34,45,157,0,1450,1769
1,1,48,42,94,192,0,1350,1819
1,5,48,35,60,103,0,500,862
2,5,60,38,45,75,0,1175,1800
2,1,60,28,53,177,0,1900,2530
2,5,36,21,35,75,0,690,790
1,2,18,40,75,210,0,800,1717
1,2,24,39,35,0,0,600,950
1,2,60,43,75,105,0,1000,1809
2,3,36,29,35,68,0,500,525
1,5,24,19,35,50,0,900,1472
1,1,60,52,58,128,0,800,1235
1,2,12,49,60,0,0,1800,2309
2,2,60,49,60,189,0,1600,1815
1,1,54,27,74,139,0,900,1132
1,2,60,29,60,125,0,1500,1531
1,5,60,37,75,100,0,1150,1230
2,5,48,25,35,50,0,1000,1041
1,2,30,55,60,155,0,500,635
1,4,24,27,60,128,0,400,1224
1,2,48,60,75,183,0,1200,1308
2,6,60,32,75,160,0,1300,1350
1,6,36,36,60,160,0,550,700
1,5,48,22,35,75,0,1300,1495
2,6,60,34,60,0,0,1700,2329
1,3,36,44,75,77,0,900,943
1,1,30,59,81,207,0,700,1460
1,2,48,42,75,180,1200,700,1703
1,2,24,53,75,132,0,400,1195
2,2,60,33,45,128,0,1250,1442
2,1,60,37,85,96,850,1100,1340
2,6,60,35,60,70,0,1500,1562
1,1,60,41,88,125,0,1450,1564
2,2,60,50,60,81,0,1540,1770
2,2,36,37,90,150,3000,400,882
1,1,36,33,78,175,0,1000,1187
1,1,48,56,86,112,0,1000,1000
1,2,36,43,60,80,0,600,675
1,2,36,62,45,73,0,430,1132
2,5,60,38,105,0,0,480,1481
1,3,60,34,60,186,4000,1250,1350
2,2,48,29,45,391,420,2000,2397
1,2,48,49,45,80,0,800,1228
1,2,48,49,105,280,0,800,1137
1,1,36,34,49,136,0,800,1064
2,6,36,35,75,70,0,450,450
2,3,48,44,75,199,0,1600,2631
2,1,48,30,60,150,0,1300,1582
1,1,60,44,74,140,0,800,992
1,6,60,23,45,175,0,1500,1525
2,2,60,50,45,125,0,1500,1600
1,5,48,26,35,78,0,500,1800
1,2,36,48,45,75,0,670,857
2,2,48,42,35,210,1500,1650,1679
1,2,36,59,60,125,0,500,1389
2,6,48,22,45,0,0,1100,1729
2,1,60,21,70,100,0,1100,1260
1,3,60,30,75,100,192,1400,1460
1,6,30,26,35,110,0,700,1340
2,2,48,26,75,180,0,1450,1610
2,1,48,34,83,79,0,1200,1215
1,2,60,32,75,183,0,1170,1398
2,2,36,37,60,205,4500,450,625
1,2,60,27,60,118,800,900,1200
1,5,60,26,35,117,0,1000,1724
1,6,12,41,35,135,0,1000,1300
1,2,48,26,90,113,750,1200,1450
1,5,60,21,35,60,0,1100,1134
2,1,36,24,44,85,0,375,575
1,2,60,30,45,135,0,1000,1230
1,2,36,35,60,146,0,1600,2122
2,1,48,26,50,150,0,1100,1335
2,3,60,32,75,0,0,1150,1565
2,3,60,43,90,110,1500,750,936
2,2,48,39,45,132,0,1000,1603
1,6,24,59,60,177,0,500,1633
2,2,36,32,75,74,0,500,1104
1,1,6,25,46,112,0,200,600
2,5,36,38,75,125,0,2500,3350
1,5,60,28,35,220,0,1600,1739
1,5,60,25,35,96,0,1300,1785
1,5,60,41,35,100,0,1250,1549
1,2,12,50,75,200,3000,1250,1721
1,2,48,33,75,100,2000,1000,1234
1,1,36,28,55,196,0,1200,1599
1,2,60,26,45,152,1200,950,1050
1,1,36,29,54,86,0,500,1686
1,2,24,42,45,113,0,1800,3669
1,2,36,39,75,200,0,1000,1155
2,6,60,46,35,150,0,1400,1490
1,2,36,24,45,95,0,1000,1597
1,5,36,31,60,160,1000,700,1100
2,6,60,37,75,0,0,1385,1385
1,2,48,42,90,450,1800,1000,3313
2,1,60,63,73,127,0,1400,1496
2,1,36,18,40,51,0,500,500
1,2,36,43,75,70,0,1000,2335
2,5,36,26,35,70,350,375,500
1,1,36,24,66,213,0,1000,1064
1,1,48,29,52,70,0,800,1210
2,5,48,28,35,280,0,1300,2058
1,2,60,39,90,195,0,1500,2659
1,5,48,30,35,0,0,700,1054
1,2,60,43,60,138,0,1000,1312
1,1,60,38,96,205,0,1400,1742
1,1,48,29,59,137,0,800,889
1,5,48,28,35,79,0,650,1379
1,1,60,41,45,95,0,940,1379
1,2,48,60,35,80,0,1150,1242
1,3,60,54,45,134,0,1100,1286
1,5,36,22,35,65,0,1000,1629
1,2,30,38,75,159,0,1280,1289
1,2,24,57,45,40,0,400,500
1,2,24,42,75,70,0,500,1104
1,2,60,39,60,115,0,800,1373
1,1,48,31,67,67,0,970,1273
1,6,36,24,60,102,0,900,1555
1,2,60,27,60,125,0,1100,1220
1,2,24,35,75,180,0,1000,2256
1,5,36,52,60,240,0,1510,1625
2,2,48,34,90,250,2000,1500,1768
2,1,48,39,45,0,0,700,987
2,1,48,37,77,170,0,887,887
2,1,36,27,47,116,0,1300,1700
1,2,24,34,45,225,0,1300,2063
1,1,36,63,50,54,0,550,700
2,1,48,26,47,124,0,1500,1756
1,2,48,23,35,123,0,800,1111
2,5,36,28,60,95,0,500,625
1,6,48,43,75,160,0,1350,1519
2,2,60,27,60,115,800,2250,2850
1,2,48,52,75,218,10,1400,1565
1,2,60,40,90,301,0,1100,1835
1,2,48,48,45,293,0,500,600
1,2,60,33,75,128,100,400,1244
1,3,12,30,35,0,0,600,670
2,1,60,46,48,25,0,1700,2210
2,6,48,29,75,96,3000,1200,1521
1,2,36,19,45,98,0,200,1330
2,1,48,35,81,55,0,1300,1440
2,1,48,37,60,154,0,1870,2217
1,2,48,52,60,105,0,1000,1887
1,1,36,57,102,117,0,475,500
1,5,48,20,35,318,0,740,1325
1,2,24,28,45,219,0,600,943
1,2,60,25,60,102,1500,1400,1432
2,1,48,33,60,250,0,1300,1573
1,2,48,37,60,107,1700,800,1015
1,5,30,23,35,60,0,600,1127
2,1,24,44,68,83,0,1300,1372
1,1,60,24,44,93,0,1100,1519
1,5,60,25,35,105,0,1100,1222
1,5,36,27,35,70,0,700,975
2,2,60,58,60,117,0,1500,1670
1,1,24,45,53,183,0,1900,3088
2,5,60,20,35,120,1200,1170,1362
1,2,36,49,45,90,0,600,1690
1,2,60,25,60,0,1000,1100,1650
1,5,36,43,75,200,0,1000,2355
2,2,60,38,75,74,500,1700,1888
1,2,60,41,60,313,2000,2180,2654
1,2,36,31,45,197,300,1590,1597
1,2,30,61,60,320,0,700,1054
1,5,60,38,35,210,0,1200,1823
1,2,48,50,60,40,0,1000,1303
1,2,60,65,45,250,0,1700,2290
1,5,60,22,35,110,0,1300,1517
1,3,48,60,45,134,2000,700,2684
1,2,36,59,35,19,1500,425,1175
1,3,36,24,35,131,0,1350,1406
1,2,36,45,75,260,0,1200,2267
2,1,36,34,70,100,0,900,1150
1,2,48,26,35,101,0,1000,1300
2,2,60,65,45,69,0,1500,1750
1,1,36,59,50,52,0,1000,1298
1,5,36,38,45,128,0,525,625
1,2,60,27,75,122,0,1400,1702
1,6,36,20,45,150,0,450,500
1,1,60,61,81,211,0,1475,1475
1,1,60,31,86,109,0,830,1700
1,2,48,55,60,139,0,1000,1300
1,1,60,26,59,140,0,1400,1538
1,5,48,21,35,88,0,1100,1200
1,6,48,23,35,60,0,1000,1294
1,5,60,27,35,39,0,1000,1678
2,2,60,43,75,120,40,1400,1600
2,2,60,56,60,161,0,1500,1844
1,5,60,26,35,90,0,1000,1297
1,2,36,20,45,110,0,700,770
2,1,36,23,81,60,0,450,450
1,1,24,32,75,154,0,750,1258
1,2,60,44,75,97,0,1000,1147
1,3,12,39,45,178,0,150,550
1,1,36,42,45,104,0,800,870
1,2,36,42,60,0,0,1000,1500
1,2,12,49,60,500,0,1000,3081
1,2,60,25,45,0,0,1500,1812
1,1,24,26,55,200,0,600,1097
2,6,60,43,75,144,0,1465,1544
2,1,24,23,83,80,0,425,590
1,2,60,37,90,137,1,1100,1563
1,5,60,19,35,218,0,1100,1387
2,3,60,36,75,129,29,900,960
2,1,60,33,80,196,0,1350,1364
2,5,48,23,35,182,0,1100,1427
1,2,36,32,90,0,0,700,875
1,2,60,23,60,47,0,820,875
1,1,60,28,78,325,3000,2250,2250
1,2,36,39,90,90,4000,700,1693
2,1,60,37,84,92,0,1300,1850
1,1,36,39,100,250,0,1400,3959
1,2,60,43,60,62,0,1000,1627
2,6,60,21,35,146,0,1400,1646
2,1,60,19,35,0,0,1200,1503
1,1,48,36,56,105,0,1000,1295
2,6,36,30,75,100,1365,1220,1745
1,2,24,45,35,77,0,200,300
2,6,36,44,75,0,0,1300,2276
1,2,60,39,45,54,0,1500,2230
2,6,60,27,35,149,0,1500,1601
1,6,48,24,45,56,0,770,1129
1,2,48,43,75,251,0,1100,1664
2,2,60,34,75,65,0,1000,1142
2,2,48,21,60,160,0,1220,1598
1,2,60,56,35,300,0,1300,1750
2,6,42,23,35,0,0,1100,1135
1,2,60,37,90,118,0,1200,1296
1,2,60,30,45,174,0,2000,2250
1,1,24,47,44,86,0,350,975
1,1,48,59,83,233,0,1250,1525
2,1,36,32,89,285,0,1000,1304
1,5,60,29,75,105,0,700,1610
1,2,60,56,45,122,0,950,1386
1,5,60,33,75,160,0,1200,1506
2,5,48,29,35,0,0,1145,1145
1,2,36,24,45,160,2000,450,1388
2,2,36,62,45,157,0,1000,1300
1,3,12,34,90,65,0,425,1245
1,2,60,41,90,0,0,1500,1923
1,5,36,21,35,105,0,300,495
1,1,36,27,57,120,0,560,1163
1,3,36,61,75,130,0,350,400
1,5,36,50,90,154,0,1000,1279
1,5,48,39,35,160,0,550,2340
2,6,60,31,35,128,0,900,982
1,2,60,48,60,187,0,1300,1400
1,2,36,46,45,120,0,1075,1631
1,2,60,31,35,200,0,943,1018
1,2,18,29,45,142,3000,450,1678
1,2,48,63,45,107,0,600,790
2,6,48,35,35,126,0,1300,1696
1,1,60,28,59,144,0,1225,1360
2,1,60,28,54,90,0,1700,1700
2,6,60,22,35,55,0,1350,1400
1,2,12,52,60,208,0,400,1202
1,2,60,31,60,121,800,1450,1600
1,3,60,29,60,51,500,1000,1290
2,5,60,25,45,148,0,1400,1557
1,1,60,51,57,116,0,1300,1347
1,2,36,47,75,152,0,2700,3560
1,5,36,19,35,118,0,1200,1426
1,2,12,47,75,80,0,400,1454
2,5,12,26,35,120,0,1000,1844
1,2,6,50,75,100,0,600,1282
2,2,60,51,45,144,0,1450,1490
1,2,48,53,45,90,0,900,1281
1,2,60,26,45,150,0,1310,1464
1,5,48,19,35,87,0,900,1045
2,2,24,60,90,50,0,2750,2971
2,1,60,34,75,0,1000,1275,1325
2,1,60,33,85,250,0,1700,1878
2,1,48,36,101,112,0,1550,1839
1,1,60,29,47,121,0,1100,1100
1,5,36,26,35,0,2500,450,680
1,6,60,28,60,143,0,1150,1630
1,4,24,31,35,250,0,1000,2436
1,1,18,33,69,244,0,600,1150
1,3,48,45,75,194,100,1000,1429
1,2,36,50,90,210,0,900,1125
2,1,60,37,131,257,0,2200,2538
1,1,48,28,75,0,0,400,1415
1,2,24,50,60,92,0,1650,2261
1,2,42,50,35,175,0,1150,1397
1,2,60,38,75,90,0,930,1135
1,2,48,31,60,171,0,1200,1290
1,2,36,58,60,159,0,687,687
1,2,18,52,75,166,0,800,1017
1,2,36,26,60,100,1800,500,690
1,3,36,34,45,100,1500,700,1296
1,6,60,43,75,160,0,2000,2240
1,5,36,24,35,59,0,500,1400
1,5,60,21,35,142,0,1650,2151
1,2,60,30,35,53,325,750,850
1,2,24,32,75,305,0,1400,2060
1,2,60,35,75,185,1500,1350,1553
2,3,60,32,75,142,0,1300,1566
1,2,60,36,75,107,2000,600,1735
1,2,60,38,60,153,0,1650,1816
2,5,60,30,35,66,0,280,855
2,1,60,41,52,65,0,850,882
1,2,36,61,45,111,0,750,857
2,2,60,22,35,100,0,800,990
1,2,24,47,60,131,0,250,1400
1,3,36,49,60,125,0,400,1062
1,5,60,23,35,110,2000,1550,1750
1,2,24,52,75,113,0,370,1555
1,6,36,25,35,80,0,600,1104
1,2,24,57,45,93,0,600,1118
2,2,60,57,35,227,0,1700,1875
1,5,60,28,35,81,0,1500,1878
2,1,60,31,101,110,0,1150,1152
1,6,36,49,60,44,0,400,428
1,2,36,35,75,175,0,1500,1700
1,5,18,29,75,0,0,175,225
2,1,24,31,41,58,0,200,300
2,1,60,24,57,124,0,1530,1586
1,2,48,47,60,140,0,1100,1298
1,2,60,49,35,117,0,1000,1057
1,2,48,32,60,140,0,795,1458
1,2,36,29,45,157,0,600,1314
1,5,60,24,35,0,0,900,996
1,2,36,51,75,228,0,1200,1620
1,5,48,22,35,50,0,1100,1382
1,6,36,54,45,300,0,800,1180
2,1,48,33,45,100,0,1350,1518
1,2,18,31,75,153,0,800,1615
1,2,48,43,60,100,0,2500,2976
1,2,36,28,45,142,4000,900,1888
1,5,60,22,35,151,0,1100,1481
1,6,30,22,35,73,0,1086,1086
1,2,60,42,75,134,0,1000,1594
1,2,60,28,60,125,3500,1200,2100
1,1,48,27,76,160,0,1700,1985
1,2,60,49,35,120,0,1100,1152
2,1,60,29,84,86,0,1350,1743
2,2,60,48,90,100,792,1000,1034
1,2,36,35,75,190,0,1300,2125
1,5,60,32,75,200,0,1300,1682
2,2,36,50,60,0,0,1600,1800
1,5,36,40,75,126,0,1000,1688
1,5,36,28,35,0,0,875,950
1,2,60,35,75,155,0,1250,1391
2,6,36,29,60,170,0,800,1000
1,2,24,46,75,200,0,740,2095
1,2,24,38,75,87,0,500,1214
1,1,48,36,85,104,0,1700,1797
2,3,24,28,45,102,0,700,1229
1,1,48,27,45,101,0,1600,2075
1,2,60,58,45,150,0,1000,1000
1,2,60,34,45,75,0,1150,1497
2,6,36,26,35,0,0,550,600
2,6,60,33,75,0,0,2000,3467
1,2,60,35,60,104,0,1000,1317
2,3,36,50,60,165,0,750,875
1,1,60,45,88,129,0,850,1044
1,1,60,40,91,160,0,1600,1700
1,1,36,26,95,198,0,575,650
2,2,48,32,75,71,39,660,1461
1,1,60,44,91,162,0,1500,1519
1,2,60,34,75,61,700,800,1177
1,6,60,54,75,156,0,950,1164
2,2,18,47,75,0,0,5000,6500
1,1,60,29,45,95,0,1250,1490
1,2,48,52,45,200,0,800,1300
1,2,48,33,75,158,1100,1250,1550
1,5,60,24,35,110,0,1250,1500
2,1,36,54,45,0,0,2100,2100
2,3,36,44,90,89,100,250,450
2,1,60,49,67,68,0,1300,1500
2,5,30,25,35,31,0,250,550
1,6,60,31,45,125,0,1200,1682
2,6,36,24,60,0,0,800,1250
1,2,60,51,35,155,0,1250,1668
2,2,60,24,60,110,2000,1450,1450
2,5,60,27,35,82,0,1100,1300
1,2,12,43,90,0,0,500,1909
2,5,48,22,35,70,2000,1300,1491
2,1,60,24,57,124,0,1350,1427
1,2,60,36,90,223,0,1660,1838
1,2,48,36,75,82,0,1000,1400
1,2,36,51,75,100,0,1000,1300
1,2,18,39,75,275,0,700,2243
1,6,18,22,35,150,0,175,475
1,2,36,23,45,117,50,600,940
1,2,12,46,45,265,0,400,1127
1,1,36,27,55,100,0,1000,1300
1,2,36,51,45,382,1000,1400,2438
1,5,60,30,35,86,0,750,829
2,1,48,23,35,0,0,1200,1366
2,3,60,44,60,70,2880,1150,1297
1,2,60,26,45,120,0,1350,1498
1,2,48,50,35,100,0,800,1161
1,2,60,47,60,85,0,1500,1813
1,2,60,40,105,125,0,1500,1800
2,1,48,32,41,60,0,800,1566
2,2,60,39,90,150,0,850,996
1,2,24,53,75,110,0,500,788
1,2,36,40,105,144,0,2000,2532
1,2,60,33,75,122,2900,1400,1803
1,2,48,36,60,75,0,1085,1736
1,1,12,66,51,60,0,500,1504
1,2,12,22,45,80,0,200,1156
2,2,60,28,35,78,0,1400,1850
1,2,48,25,35,125,0,1000,1301
1,2,24,51,45,0,0,1000,1588
1,6,48,29,35,60,0,700,1100
1,2,54,33,75,366,0,500,1116
1,2,36,37,60,230,4500,1740,2340
1,1,60,46,82,217,0,1245,1503
2,5,48,50,105,60,0,1500,1637
1,1,36,44,85,101,0,400,400
1,1,6,41,93,175,1000,500,1825
1,2,36,38,90,130,300,800,960
1,2,60,26,35,130,0,700,1504
2,5,48,25,35,0,0,1800,1809
2,1,60,41,55,97,5000,1900,2260
2,6,12,30,35,0,0,350,999
1,2,36,40,75,126,0,2000,2261
1,5,36,23,35,56,0,500,550
1,2,18,31,60,153,400,600,1850
1,6,36,44,120,150,0,800,800
1,1,6,49,81,208,0,800,1804
1,2,60,45,60,248,0,1400,2099
1,2,36,30,60,123,2100,800,2200
1,2,36,33,75,68,3000,850,1340
1,1,12,33,85,250,0,500,1500
1,2,12,48,75,165,0,300,850
2,1,60,31,58,130,0,1500,1537
2,2,24,54,45,185,0,1400,1640
2,5,36,28,75,83,0,675,775
2,1,48,44,90,0,0,600,700
1,2,24,55,75,0,0,750,1705
1,2,36,34,60,190,0,600,848
2,6,60,40,75,0,0,1200,1380
1,2,48,37,45,110,0,1700,2481
2,1,60,30,48,126,0,600,1054
1,1,36,43,92,173,0,550,590
1,2,12,21,35,147,0,350,350
2,2,48,45,150,0,0,1250,1757
1,1,60,34,91,160,0,1100,1378
1,5,36,24,45,0,0,700,1214
1,6,36,33,75,300,0,800,1151
2,2,24,58,45,150,0,600,1607
1,2,24,47,135,150,0,350,1097
2,5,60,54,35,120,0,600,847
2,6,60,43,120,0,0,1200,1285
1,5,60,46,35,108,0,550,1106
2,5,36,24,35,0,0,1500,4500
2,6,48,26,45,0,0,1400,1463
1,2,60,26,35,155,0,1350,1610
